ticker,date,time,headline
VCB,2/21/2022,15:27,Vietcombank chuẩn bị họp cổ đông bàn chuyện tăng vốn
VCB,2/7/2022,18:52,Vietcombank tiếp tục rao bán khối tài sản nghìn tỷ để thu hồi nợ
VCB,1/27/2022,16:19,"Áp lực chốt lời trước kỳ nghỉ lễ, nhiều cổ phiếu ngân hàng giảm mạnh"
VCB,1/26/2022,8:54,Quỹ ngoại và các công ty chứng khoán kỳ vọng gì về cổ phiếu ngân hàng trong năm 2022?
VCB,1/24/2022,13:25,"Nhiều cổ phiếu ngân hàng tăng mạnh: VCB phá đỉnh lịch sử, BID tăng hơn 29% từ đầu năm"
VCB,1/24/2022,12:06,Vì đâu cổ phiếu nhóm Big4 tăng mạnh trong những ngày đầu năm?
VCB,1/19/2022,10:27,Cổ phiếu ngân hàng nào mang lỗ về cho nhà đầu tư nhiều nhất từ đầu năm?
VCB,1/17/2022,15:38,"Cổ phiếu ngân hàng ''quay đầu'' trong phiên chiều: STB giảm gần sàn, VCB ngược dòng tăng gần 3,4%"
VCB,1/12/2022,7:14,"Yuanta Việt Nam: Tăng vốn sẽ là chất xúc tác cho ngành ngân hàng năm 2022, đặc biệt là tại BIDV, Vietcombank và VietinBank"
VCB,1/6/2022,23:03,"SSI: Giá cổ phiếu ngân hàng hiện chưa phản ánh hết tăng trưởng khiêm tốn nửa đầu năm 2022, nhắc tên 3 mã có yếu tố hỗ trợ"
VCB,1/3/2022,20:09,Nhìn lại biến động giá cổ phiếu ngân hàng năm 2021
VCB,12/28/2021,6:42,"Đang lãi hàng nghìn tỷ từ dịch vụ thanh toán, vì sao Vietcombank đưa ra chính sách miễn phí chuyển tiền online?"
VCB,12/7/2021,10:24,"Viettel và Vietcombank, ai dẫn đầu danh sách doanh nghiệp nộp thuế nhiều nhất Việt Nam năm 2020?"
VCB,12/3/2021,10:39,Các công ty chứng khoán và bảo hiểm ''ôm'' trọn 1.800 tỷ đồng trái phiếu Vietcombank
VCB,12/1/2021,14:03,"Khối ngoại bán ròng nghìn tỷ VPB và HDB trong tháng 11, gom mạnh cổ phiếu CTG, VCB và BID"
VCB,11/25/2021,11:24,Vietcombank rao bán tài sản liên quan dự án BĐS PV GAS Tower
VCB,11/24/2021,20:59,Cổ phiếu ngân hàng nào tăng giá mạnh nhất kể từ đầu tháng 11 tới nay?
VCB,11/12/2021,11:01,SSI Research: Nợ tái cơ cấu của Vietcombank có thể lên đến 12.000 tỷ đồng
VCB,9/23/2021,16:48,Ngân hàng tiếp tục phát hành hàng tỷ cổ phiếu tăng vốn
VCB,9/20/2021,15:27,"Cổ phiếu ngân hàng nổi sóng, VIB tăng kịch trần"
VCB,9/18/2021,13:36,"Nghịch lý Vietcombank: Kinh doanh tốt nhất hệ thống, diễn biến cổ phiếu tệ nhì ngành"
VCB,9/16/2021,10:01,Vietcombank đăng ký mua hơn 8 triệu cổ phần Vietnam Airlines (HVN) với giá 10.000 đồng/cổ phiếu
VCB,9/1/2021,21:35,"Trước kỳ nghỉ lễ dài ngày, nhà đầu tư nước ngoài gom mua ròng gần 6,8 triệu cổ phiếu CTG của VietinBank"
VCB,8/24/2021,6:50,Ngân hàng cam kết giảm hơn 20.000 tỷ lợi nhuận để giảm lãi vay cho doanh nghiệp: Làm thế nào để chính sách đi vào thực tiễn?
VCB,4/23/2021,12:07,"Ông Nghiêm Xuân Thành: Lợi nhuận của Vietcombank quý 1 đạt hơn 8.000 tỷ đồng, tăng 70% so với cùng kỳ"
VCB,4/23/2021,9:31,"ĐHCĐ Vietcombank: Năm 2021 trả cổ tức tỷ lệ 8%, vốn điều lệ tăng lên trên 50 nghìn tỷ đồng"
VCB,3/1/2021,14:59,"BSC đánh giá khả quan ngành ngân hàng, khuyến nghị mua VCB, CTG, VPB, TCB"
VCB,2/22/2021,17:07,"JP Morgan đánh giá cổ phiếu ngân hàng Việt Nam hấp dẫn nhất khu vực Asean: Gọi tên TCB, VPB và ACB"
VCB,1/7/2021,7:55,Lần đầu tiên trong 5 năm lợi nhuận của Vietcombank không tăng
VCB,12/15/2020,15:42,Vietcombank vượt qua Vingroup trở thành doanh nghiệp vốn hóa lớn nhất trên sàn chứng khoán
VCB,12/11/2020,21:30,"Cổ phiếu Vietcombank lập đỉnh mới trước thềm chia cổ tức, vốn hóa thị trường đạt gần 15,5 tỷ USD"
VCB,10/15/2020,15:59,Cổ phiếu ngân hàng lèo lái các quỹ đầu tư vào bờ
VCB,8/13/2020,16:05,Quỹ tỷ đô của Dragon Capital mua hơn 16 triệu cổ phiếu Vietcombank trong 3 tháng qua
VCB,6/26/2020,11:06,"ĐHCĐ Vietcombank: Phấn đấu giảm thiểu tác động của Covid-19, sẽ không cắt giảm lương nhân viên"
VCB,4/21/2020,0:09,"Chính thức: VCB, CTG và EIB được tăng tỷ trọng trong rổ VN30"
VCB,1/18/2020,7:54,Phong toả tài khoản kêu gọi ủng hộ các đối tượng ở Đồng Tâm
VCB,1/1/2020,9:50,5 sự kiện ngành bảo hiểm nổi bật năm 2019
VCB,12/31/2019,8:50,"VDSC: ""Chúng tôi ưa thích BID hơn VCB ở thời điểm hiện tại"""
VCB,11/4/2019,22:19,Đang xử phúc thẩm vụ ngân hàng thiệt hại 1.800 tỉ
VCB,9/27/2019,12:19,"10 ngân hàng Việt Nam có tên trong 500 ngân hàng lớn mạnh nhất khu vực, Vietcombank đứng thứ 17"
VCB,9/13/2019,16:53,"Thứ 6 ngày 13, cổ phiếu Vietcombank, Thế giới di động, FPT đồng loạt lập đỉnh mới"
VCB,7/12/2019,16:27,Vietcombank là ngân hàng Việt Nam duy nhất lọt Top 100 doanh nghiệp quyền lực nhất trong bảng xếp hạng của Nikkei
VCB,7/12/2019,10:30,"""Người khổng lồ"" Vietcombank muốn lợi nhuận 2 tỷ USD, mãi ""cô đơn trên đỉnh lợi nhuận"""
VCB,6/26/2019,15:43,Mỹ chính thức cấp phép hoạt động cho Vietcombank tại New York
VCB,6/13/2019,10:34,Vietcombank đã sẵn sàng đáp ứng ở mức độ cao nhất trong mở rộng thanh toán trực tuyến các dịch vụ công
VCB,6/6/2019,19:05,"Forbes Việt Nam: Vietcombank là ngân hàng Việt Nam có giá trị vốn hóa thị trường cao nhất, vượt 10 tỷ USD"
VCB,5/21/2019,9:57,Vietcombank triển khai chương trình “Lướt Mobile B@nking – Rinh ngay quà du lịch”
VCB,5/1/2019,9:33,Nhiều ngân hàng để ngỏ khả năng tăng trưởng tín dụng 2019
VCB,4/27/2019,20:19,"Vietcombank đang lãi khoảng 2.000 tỷ từ các khoản đầu tư vào Eximbank, MB, Vietnam Airlines"
VCB,4/26/2019,11:42,"Bất ngờ điều chỉnh giảm mục tiêu lợi nhuận, chủ tịch Vietcombank Nghiêm Xuân Thành nói gì?"
VCB,4/26/2019,9:42,"ĐHCĐ Vietcombank: Kế hoạch lãi 20.000 tỷ, tiếp tục chào bán cho nhà đầu tư nước ngoài"
VCB,4/10/2019,9:41,Vietcombank mạnh tay khuyến mãi dịp ra mắt thẻ Vietcombank Mastercard World
VCB,3/22/2019,18:31,"Vietcombank bán xong 2,3 triệu cổ phiếu Vietnam Airlines, chốt lãi cho số cổ phiếu ưu đãi vừa mua thêm"
VCB,3/8/2019,10:49,Vietcombank Lào đặt mục tiêu vào top 3 về quy mô và hiệu quả hoạt động tại Lào
VCB,2/26/2019,10:02,"Vietcombank được sửa đổi vốn điều lệ lên 37.088 tỷ, tiếp tục kế hoạch trở thành ngân hàng lớn nhất Việt Nam"
VCB,2/22/2019,10:55,"Năm 2018 đạt lợi nhuận kỷ lục, Vietcombank tự tin tiếp tục vươn xa"
VCB,2/20/2019,10:09,4 trải nghiệm ấn tượng với dịch vụ ngân hàng điện tử của Vietcombank
VCB,1/15/2019,17:58,Vì sao Vietcombank cô đơn trên đỉnh lợi nhuận?
VCB,1/11/2019,11:03,"Sở hữu Nhà nước ở Vietcombank giảm về 74,8%"
VCB,1/10/2019,9:37,"Ông Nghiêm Xuân Thành: Lợi nhuận năm 2018 của Vietcombank cao kỷ lục, bằng cả ngân hàng đứng thứ 2 và thứ 3 cộng lại"
VCB,1/9/2019,16:17,"Vietcombank hoàn thành phát hành riêng lẻ cho GIC và Mizuho với tổng trị giá 6,2 nghìn tỷ đồng"
VCB,1/9/2019,9:48,"Chủ tịch Vietcombank: Đã bán 3% vốn cho nước ngoài thu về 6.200 tỷ, từ hôm nay sẽ giảm 0,5% lãi suất cho vay"
VCB,12/14/2018,21:48,Vietcombank sẽ thưởng 1 tỷ đồng cho Đội tuyển Việt Nam nếu vô địch AFF Suzuki Cup
VCB,12/3/2018,12:02,VIB và Vietcombank dẫn đầu cuộc đua Basel II như thế nào?
VCB,11/7/2018,15:25,"Khả năng sinh lời của OCB, ACB, VIB tăng mạnh"
VCB,10/19/2018,11:01,"Mở ngân hàng 100% vốn tại Lào, Vietcombank đang hướng tới mục tiêu gì?"
VCB,10/9/2018,16:19,"Đấu giá ế ẩm, nhà đầu tư chỉ đăng ký mua vỏn vẹn 11% lượng cổ phần MBBank mà VietcomBank chào bán"
VCB,10/5/2018,9:13,"“Phù phép” 9.000 container, nữ Tổng giám đốc biển thủ 439 tỷ đồng"
VCB,8/7/2018,13:02,"Vietcombank tiếp tục bán đấu giá gần 1,5 triệu cổ phiếu OCB"
VCB,7/31/2018,15:29,"Lãi gần 10.000 tỷ, VinHomes vượt qua nhiều ngân hàng lớn trở thành quán quân lợi nhuận trên sàn chứng khoán"
VCB,6/5/2018,15:22,"VNIndex tiếp tục tăng gần 9 điểm, dòng thủy sản “nổi sóng”"
VCB,3/28/2018,10:45,Vietcombank nói gì về việc lãnh đạo và thuộc cấp chi nhánh Tây Đô gây thất thoát nghìn tỷ?
VCB,3/17/2018,15:33,Thoái vốn khỏi ngân hàng: Trâu chậm uống nước trong
VCB,2/26/2018,11:24,"Vietcombank bán xong 7,6 triệu cổ phiếu HVN của Vietnam Airlines, ước lãi hơn 200 tỷ đồng"
VCB,2/21/2018,21:34,Thủ tướng: Vietcombank cần xác định tầm nhìn là ngân hàng tầm cỡ khu vực châu Á
VCB,2/8/2018,17:41,"Lương cao nhất hệ thống, Vietcombank thưởng Tết bao nhiêu cho nhân viên?"
VCB,1/23/2018,7:33,"Vietcombank đăng ký bán 7,6 triệu Vietnam Airlines, ước lãi gấp 3 lần sau hơn 2 năm nắm giữ"
VCB,1/12/2018,10:07,Vietcombank lãi trước thuế kỷ lục hơn 11.000 tỷ trong năm 2017
VCB,11/30/2017,11:25,Vietcombank sẽ thoái vốn khỏi ngân hàng OCB vào cuối tháng 12
VCB,11/12/2017,21:38,"Vietcombank sẽ thoái vốn khỏi MB và Eximbank đầu năm tới, dự kiến lãi 1.000 tỷ"
VCB,10/30/2017,13:43,Cuộc chạy đua của Vietcombank và VPBank
VCB,10/22/2017,9:55,"9 tháng, Vietcombank đạt hơn 7.900 tỷ đồng lợi nhuận trước thuế, nợ xấu giảm còn 1,15%"
VCB,9/8/2017,7:11,VietcomBank dự chi gần 2.900 tỷ đồng trả cổ tức cho cổ đông
VCB,8/22/2017,15:23,Biến động cổ phiếu ngân hàng trong 5 năm qua: Bất ngờ với VCB và MBB
VCB,7/20/2017,17:09,"Vietcombank báo lãi 4.230 tỷ đồng trong nửa đầu năm, trong đó khu vực miền Nam đóng góp 72%"
VCB,7/18/2017,21:21,Thủ tướng nhắc Vietcombank thực hiện nghiêm túc Thông tư 36 về sở hữu chéo
VCB,7/15/2017,8:56,Vietcombank được chấp thuận thành lập ngân hàng con tại Lào và Văn phòng đại diện tại Mỹ
VCB,7/9/2017,11:57,"Vietcombank: Lợi nhuận trước thuế 6 tháng đầu năm đạt 5.054 tỷ đồng, tăng 20,5% so cùng kỳ"
VCB,4/28/2017,11:50,Chủ tịch Vietcombank: Thương vụ chào bán cổ phần cho GIC chưa thành công do vấn đề về giá
VCB,4/28/2017,11:02,"Sau tăng vốn điều lệ, hệ số an toàn vốn của Vietcombank đạt khoảng 9% theo Basel II"
VCB,4/20/2017,22:39,"Vietcombank lãi trước thuế 2.736 tỷ trong quý 1, nợ xấu gần 7.400 tỷ"
VCB,4/20/2017,8:38,Vietcombank dè dặt hơn với kế hoạch tuyển dụng
VCB,4/19/2017,13:18,"Năm 2017, Vietcombank dự chi không dưới 24 tỷ đồng trả thù lao cho HĐQT và Ban kiểm soát"
VCB,4/19/2017,10:09,"Vietcombank đặt mục tiêu lợi nhuận năm 2017 đạt 9.200 tỷ đồng, vẫn chia cổ tức 8%"
VCB,3/2/2017,15:30,"VN-Index giảm 2 điểm, HBC thu hẹp sắc xanh quay về tham chiếu"
VCB,2/12/2017,16:05,Tín dụng các ngân hàng đang đổ nhiều nhất vào đâu?
VCB,2/3/2017,20:07,"Vietcombank ""quên"" trả lãi các khoản tiền gửi nhỏ không kỳ hạn, NHNN nói gì?"
VCB,2/2/2017,17:15,Vietcombank vẫn sử dụng hệ thống phần mềm từ năm 1998
VCB,10/30/2016,8:17,Tháng 10 buồn của cổ phiếu Vietcombank và cơ hội của nhà đầu tư
VCB,8/30/2016,8:37,"Cổ đông BIDV, Vietinbank ""ngán ngẩm"" nhìn cổ phiếu Vietcombank tăng phi mã"
VCB,8/12/2016,12:25,"Khách hàng mất nửa tỷ trong tài khoản, Vietcombank nói gì?"
VCB,7/15/2016,13:17,Ngân hàng Nhật Bản tạm lãi 11.000 tỷ đồng sau 5 năm đầu tư vào Vietcombank
VCB,7/14/2016,11:29,"Thử giải mã “hiện tượng” cổ phiếu ngân hàng Vietcombank, VietinBank"
VCB,7/14/2016,10:05,"Sau gần 9 năm, những người tranh mua IPO Vietcombank với giá 108.000 đồng đã có lãi"
VCB,7/8/2016,20:55,"Lợi nhuận của Vietcombank tăng mạnh, đạt gần 4.200 tỷ đồng trong 6 tháng"
VCB,4/22/2016,19:00,Cổ phiếu nào là “quý nhân phù trợ” của VnIndex phiên tăng sốc hôm nay?
VCB,4/15/2016,14:52,"Vietcombank sẽ ""buông"" ngân hàng nào?"
VCB,4/14/2016,8:27,"Thanh tra vietcombank là nằm trong kế hoạch đã phê duyệt, không có gì bất thường"
VCB,1/7/2016,23:13,"VnIndex giảm sâu, khối ngoại vẫn “thờ ơ” với thị trường"
VCB,12/11/2015,16:30,"Sẽ thanh tra Vinatex, ACV, Vietcombank, VDB"
VCB,11/13/2015,22:45,"Vietcombank lãi trước thuế gần 1.500 tỷ trong quý 3, chi phí hoạt động tăng vọt"
VCB,11/5/2015,9:36,TTCK: Tính gì cho tháng 11?
VCB,10/13/2015,9:35,Nữ doanh nhân khai phá ngành sữa Việt
VCB,9/28/2015,13:52,Quán quân vốn hóa?
VCB,9/10/2015,11:11,Có nên đầu tư cổ phiếu ngân hàng vào thời điểm này?
VCB,9/3/2015,13:24,"So găng 3 “đại gia” ngân hàng BIDV, Vietcombank và VietinBank"
VCB,8/24/2015,12:20,1 tháng và 100 điểm
VCB,8/21/2015,11:19,Vietcombank: Sẽ không sáp nhập ngân hàng yếu kém và giữ vốn tại Eximbank
VCB,7/18/2015,6:14,"Vietcombank sẽ tăng vốn chủ sở hữu lên 4,5 tỷ USD"
VCB,6/17/2015,0:09,Nhìn lại 10 năm thăng trầm của nhóm cổ phiếu vua
VCB,6/3/2015,7:00,"Vốn hóa 122 nghìn tỷ đồng, VCB trở thành mã ảnh hưởng lớn nhất tới VnIndex"
VCB,6/2/2015,10:04,"Lẻ loi sắc xanh tại VCB và SSI, VN-Index giảm gần 5 điểm"
VCB,5/31/2015,23:32,VCB sắp vượt qua GAS trở thành cổ phiếu vốn hóa lớn nhất thị trường
VCB,5/16/2015,1:20,"Vietcombank: Lãi quý 1 đạt 1.135 tỷ đồng, tổng tài sản giảm 37 nghìn tỷ"
VCB,5/11/2015,8:14,Vì sao Vietcombank được chọn trong thương vụ tỷ USD?
VCB,5/7/2015,14:34,3 ngân hàng Việt Nam lọt “top” các DN lớn nhất thế giới
VCB,5/6/2015,9:37,Vietcombank đầu tư 1 tỷ USD trái phiếu
VCB,4/29/2015,10:18,"Kỷ luật, cách chức 18 cán bộ ngân hàng VCB Tây Đô"
VCB,4/24/2015,17:56,Vietcombank khẳng định sẽ không sáp nhập TCTD bị âm vốn
VCB,4/24/2015,9:58,Vietcombank lên kế hoạch tuyển dụng 700 nhân sự trong năm 2015
VCB,4/24/2015,9:41,"ĐHCĐ Vietcombank: Sẽ thoái vốn khỏi các ngân hàng, chỉ giữ tối đa 5% sở hữu ở 2 TCTD"
VCB,3/25/2015,15:08,"GAS giảm sàn, cổ phiếu bất động sản “níu giữ” thị trường"
VCB,3/3/2015,8:08,Cổ phiếu ngân hàng: Kỳ vọng vào tăng trưởng tín dụng hay sóng M&A?
VCB,2/27/2015,15:47,"Cổ phiếu ngân hàng điều chỉnh, 2 sàn giảm điểm phiên cuối tuần"
VCB,2/17/2015,10:59,"Vietcombank lãi 4.610 tỷ đồng trong năm 2014, tổng tài sản tăng thêm 105 nghìn tỷ"
VCB,1/26/2015,15:30,EIB giao dịch thỏa thuận tổng cộng 93 triệu cổ phiếu chỉ trong 2 phiên
VCB,1/16/2015,15:00,"Vietcombank đòi 1.905 tỷ đồng nợ xấu, tính 6.000 tỷ đồng lãi"
VCB,1/11/2015,22:17,Chứng khoán tuần qua: Mở hàng đông khách
